first_gene,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16
yhcN,0.0, , , , , , , , , , , , , , , 
aaeR,0.252554, , , , , , , , , , , , , , , 
yhdH,0.575912, , , , , , , , , , , , , , , 
accB,-7.06951,-4.61413, , , , , , , , , , , , , , 
yhdT,0.0,-0.89727,-0.764285, , , , , , , , , , , , , 
dusB,0.685137,0.680678, , , , , , , , , , , , , , 
yhdJ,0.577982, , , , , , , , , , , , , , , 
yhdU,0.0, , , , , , , , , , , , , , , 
acrE,0.0,0.0, , , , , , , , , , , , , , 
yhdV,-0.898186, , , , , , , , , , , , , , , 
yhdW,0.285794,0.0,0.0169733,0.315559, , , , , , , , , , , , 
yrdA,0.0, , , , , , , , , , , , , , , 
def,-8.47283,-4.20074, , , , , , , , , , , , , , 
rsmB,-1.51827, , , , , , , , , , , , , , , 
trkA,-2.21663, , , , , , , , , , , , , , , 
mscL,-0.43108, , , , , , , , , , , , , , , 
gspC,-1.16001,-0.287557,0.0,-0.685991,0.425645,-1.20745,0.0,0.0,-1.41431,-0.320173,0.0,-0.290819, , , , 
slyX,-0.592719, , , , , , , , , , , , , , , 
yheS,0.0,0.0,0.0, , , , , , , , , , , , , 
prkB,0.0, , , , , , , , , , , , , , , 
crp,-0.879948, , , , , , , , , , , , , , , 
yhfK,0.0, , , , , , , , , , , , , , , 
tsgA,0.512903, , , , , , , , , , , , , , , 
nirB,0.0,0.0,-3.06254,0.0, , , , , , , , , , , , 
yhfL,0.0, , , , , , , , , , , , , , , 
frlA,0.0,0.0,0.0,0.564396,-0.65911, , , , , , , , , , , 
mrcA,-0.404625, , , , , , , , , , , , , , , 
yrfF,-4.88948, , , , , , , , , , , , , , , 
yrfG,1.17697,-0.532651,-0.623119, , , , , , , , , , , , , 
pck,0.0, , , , , , , , , , , , , , , 
greB,0.0, , , , , , , , , , , , , , , 
yhgF,0.0, , , , , , , , , , , , , , , 
feoA,-1.37335,-1.73604,-0.913145, , , , , , , , , , , , , 
yhgA,0.0, , , , , , , , , , , , , , , 
gntX,0.0,0.366172, , , , , , , , , , , , , , 
gntT,-0.00529002, , , , , , , , , , , , , , , 
malT,0.0, , , , , , , , , , , , , , , 
rtcR,0.298302, , , , , , , , , , , , , , , 
glpD,-5.88754, , , , , , , , , , , , , , , 
yhgN,0.0, , , , , , , , , , , , , , , 
yhhY,0.0, , , , , , , , , , , , , , , 
yhhZ,0.0,0.0,0.0,0.0,0.0, , , , , , , , , , , 
yrhD,0.0, , , , , , , , , , , , , , , 
yrhB,-1.87272, , , , , , , , , , , , , , , 
yhhA,0.0, , , , , , , , , , , , , , , 
panZ,-0.359178, , , , , , , , , , , , , , , 
rsmD,-0.965123,0.0, , , , , , , , , , , , , , 
yhhN,0.0, , , , , , , , , , , , , , , 
zntA,0.0, , , , , , , , , , , , , , , 
yhhQ,0.0, , , , , , , , , , , , , , , 
dcrB,0.0, , , , , , , , , , , , , , , 
yhhT,-0.440326, , , , , , , , , , , , , , , 
acpT,0.352461, , , , , , , , , , , , , , , 
nikA,-0.256074,0.0,0.0,0.0,-0.647265,-1.0456, , , , , , , , , , 
rhsB,0.0, , , , , , , , , , , , , , , 
yhhH,0.0, , , , , , , , , , , , , , , 
yrhC,0.0, , , , , , , , , , , , , , , 
yhhI,0.0, , , , , , , , , , , , , , , 
yhiM,0.0, , , , , , , , , , , , , , , 
pitA,-0.828054, , , , , , , , , , , , , , , 
uspA,0.0, , , , , , , , , , , , , , , 
dtpB,-0.997347, , , , , , , , , , , , , , , 
rlmJ,0.0, , , , , , , , , , , , , , , 
gor,-2.24505, , , , , , , , , , , , , , , 
agrA,0.0, , , , , , , , , , , , , , , 
agrB,0.0, , , , , , , , , , , , , , , 
arsR,-0.19279,-0.168392,0.0, , , , , , , , , , , , , 
yhiS_1,-4.03423, , , , , , , , , , , , , , , 
slp,0.0,0.0, , , , , , , , , , , , , , 
hdeD,-5.51471, , , , , , , , , , , , , , , 
gadE,0.0,0.35741,-3.63413, , , , , , , , , , , , , 
gadY,0.0, , , , , , , , , , , , , , , 
treF,0.0, , , , , , , , , , , , , , , 
yhjC,0.0, , , , , , , , , , , , , , , 
yhjD,-0.295078, , , , , , , , , , , , , , , 
yhjE,0.479037, , , , , , , , , , , , , , , 
kdgK,0.0, , , , , , , , , , , , , , , 
bcsE,-4.33025,0.0,0.0, , , , , , , , , , , , , 
rdlD,-0.290557, , , , , , , , , , , , , , , 
yhjV,0.421454, , , , , , , , , , , , , , , 
tag,-8.83451,0.0, , , , , , , , , , , , , , 
yiaD,0.0, , , , , , , , , , , , , , , 
ghrB,0.0, , , , , , , , , , , , , , , 
yiaG,0.0, , , , , , , , , , , , , , , 
cspA,-5.04051, , , , , , , , , , , , , , , 
insJ,0.0, , , , , , , , , , , , , , , 
insJK,0.0, , , , , , , , , , , , , , , 
insK,0.0, , , , , , , , , , , , , , , 
sokA,0.0, , , , , , , , , , , , , , , 
wecH,0.803198, , , , , , , , , , , , , , , 
xylF,0.292552,0.0,0.296484,0.0, , , , , , , , , , , , 
malS,0.0, , , , , , , , , , , , , , , 
avtA,0.439167, , , , , , , , , , , , , , , 
yiaK,-2.00196,0.0,-3.42723,0.0,0.0,0.0,0.0,0.0,0.0, , , , , , , 
yiaU,0.495617, , , , , , , , , , , , , , , 
rhsA,-1.29131,0.0, , , , , , , , , , , , , , 
yibJ,-2.07325, , , , , , , , , , , , , , , 
yibG,0.0, , , , , , , , , , , , , , , 
yibV,0.0, , , , , , , , , , , , , , , 
mtlA,0.0,0.0,0.40359, , , , , , , , , , , , , 
yibL,0.0, , , , , , , , , , , , , , , 
lldP,0.0,0.258464,0.337793, , , , , , , , , , , , , 
trmL,-0.899073, , , , , , , , , , , , , , , 
gpmM,-2.50812,-0.703144,0.604343, , , , , , , , , , , , , 
rfaD,-4.64417,-2.80711,-4.10397,-6.13689, , , , , , , , , , , , 
waaA,-7.32481,-4.87264, , , , , , , , , , , , , , 
dfp,-8.48301, , , , , , , , , , , , , , , 
dut,-9.38261,0.0, , , , , , , , , , , , , , 
yicC,0.438187, , , , , , , , , , , , , , , 
dinD,0.0, , , , , , , , , , , , , , , 
yicG,0.359339, , , , , , , , , , , , , , , 
gmk,-10.488, , , , , , , , , , , , , , , 
rpoZ,-4.73151,-4.3843,0.0,0.0, , , , , , , , , , , , 
xanP,0.0, , , , , , , , , , , , , , , 
yicH,0.0, , , , , , , , , , , , , , , 
selC,0.0, , , , , , , , , , , , , , , 
setC,-11.4327, , , , , , , , , , , , , , , 
yicL,0.0, , , , , , , , , , , , , , , 
yicS,0.538415, , , , , , , , , , , , , , , 
ade,0.0, , , , , , , , , , , , , , , 
tisA,0.0, , , , , , , , , , , , , , , 
tisB,0.583194, , , , , , , , , , , , , , , 
emrD,-0.409082, , , , , , , , , , , , , , , 
yidI,0.0, , , , , , , , , , , , , , , 
yidL,-3.15533, , , , , , , , , , , , , , , 
yidP,0.0, , , , , , , , , , , , , , , 
yidQ,0.674089, , , , , , , , , , , , , , , 
cbrA,0.0, , , , , , , , , , , , , , , 
yidX,0.0, , , , , , , , , , , , , , , 
rpmH,-9.77536,-5.73968, , , , , , , , , , , , , , 
yidD,-4.07871, , , , , , , , , , , , , , , 
yidC,-8.67167, , , , , , , , , , , , , , , 
mnmE,-1.90083, , , , , , , , , , , , , , , 
tnaC,0.0,-3.06123,-3.90426, , , , , , , , , , , , , 
mdtL,0.0, , , , , , , , , , , , , , , 
yidZ,0.0, , , , , , , , , , , , , , , 
yieE,0.0,0.0700515, , , , , , , , , , , , , , 
yieH,0.0, , , , , , , , , , , , , , , 
cbrB,-0.873512,0.0, , , , , , , , , , , , , , 
asnA,0.0, , , , , , , , , , , , , , , 
kup,-8.9297, , , , , , , , , , , , , , , 
rbsD,-0.0301694,0.0,0.546079,0.0,-5.86384,0.0, , , , , , , , , , 
rrsC,-2.15083,0.0,-7.23309,0.0, , , , , , , , , , , , 
aspT,0.0, , , , , , , , , , , , , , , 
trpT,-7.86194, , , , , , , , , , , , , , , 
yifE,-0.72702, , , , , , , , , , , , , , , 
ilvL,0.0,0.0,0.0,-0.363717,0.299654,0.0,-2.36143,-0.411451, , , , , , , , 
ilvC,0.391484, , , , , , , , , , , , , , , 
rep,-0.893051, , , , , , , , , , , , , , , 
trxA,-0.41577, , , , , , , , , , , , , , , 
rhoL,-5.19146,-7.91517, , , , , , , , , , , , , , 
rfe,0.318879,0.33964,0.550423,0.410288,0.458008,0.4952,0.378741,0.444276,-3.28474,0.411377,-6.70247,0.50576, , , , 
yifK,0.235919, , , , , , , , , , , , , , , 
argX,-8.0786,-6.04947,0.0,-4.96167, , , , , , , , , , , , 
aslB,0.0, , , , , , , , , , , , , , , 
glmZ,-0.951672, , , , , , , , , , , , , , , 
cyaA,-1.87699, , , , , , , , , , , , , , , 
yzcX,0.0, , , , , , , , , , , , , , , 
yifL,0.533893,-2.07213,-2.27163,-1.09013,-7.34448, , , , , , , , , , , 
uvrD,0.412117, , , , , , , , , , , , , , , 
corA,-0.445313, , , , , , , , , , , , , , , 
pldA,-3.09369, , , , , , , , , , , , , , , 
recQ,0.358324, , , , , , , , , , , , , , , 
rhtC,0.0, , , , , , , , , , , , , , , 
pldB,0.0,0.0, , , , , , , , , , , , , , 
yigM,0.0, , , , , , , , , , , , , , , 
metE,0.396111, , , , , , , , , , , , , , , 
udp,0.258416, , , , , , , , , , , , , , , 
rmuC,0.0, , , , , , , , , , , , , , , 
ubiE,0.0,-5.15767,-5.15767,0.419115, , , , , , , , , , , , 
tatA,-1.7672,-1.07716,-0.887897,-0.701856, , , , , , , , , , , , 
ubiD,-0.797916, , , , , , , , , , , , , , , 
fre,0.0, , , , , , , , , , , , , , , 
pepQ,0.0,-0.478082,-0.288652,0.434609, , , , , , , , , , , , 
rrsA,-5.33501,0.0,0.0,0.0,0.0, , , , , , , , , , , 
yihD,0.0, , , , , , , , , , , , , , , 
rdoA,-0.6048,0.343734, , , , , , , , , , , , , , 
yihF,0.938959, , , , , , , , , , , , , , , 
polA,-3.38519, , , , , , , , , , , , , , , 
spf,-0.862674, , , , , , , , , , , , , , , 
csrC,0.0, , , , , , , , , , , , , , , 
yihI,0.0, , , , , , , , , , , , , , , 
hemN,0.0, , , , , , , , , , , , , , , 
typA,-0.460898, , , , , , , , , , , , , , , 
yihL,0.0,0.0, , , , , , , , , , , , , , 
yihN,-0.844693, , , , , , , , , , , , , , , 
yihV,0.0,0.0, , , , , , , , , , , , , , 
yihX,-2.74429,-0.454832,0.335093,0.57982, , , , , , , , , , , , 
yiiE,0.0, , , , , , , , , , , , , , , 
yiiF,0.0, , , , , , , , , , , , , , , 
fdhD,-2.96291, , , , , , , , , , , , , , , 
yiiG,-3.4808, , , , , , , , , , , , , , , 
rhaS,0.0,0.0, , , , , , , , , , , , , , 
sodA,-0.80579, , , , , , , , , , , , , , , 
kdgT,0.0, , , , , , , , , , , , , , , 
yiiM,0.0, , , , , , , , , , , , , , , 
cpxP,0.0, , , , , , , , , , , , , , , 
fieF,0.0, , , , , , , , , , , , , , , 
pfkA,-2.75275, , , , , , , , , , , , , , , 
sbp,0.0, , , , , , , , , , , , , , , 
cdh,0.0, , , , , , , , , , , , , , , 
yiiR,0.0, , , , , , , , , , , , , , , 
yiiS,0.0,0.381586, , , , , , , , , , , , , , 
zapB,0.0, , , , , , , , , , , , , , , 
rpmE,-4.48842, , , , , , , , , , , , , , , 
metB,0.0,-0.330502, , , , , , , , , , , , , , 
metF,0.344596, , , , , , , , , , , , , , , 
katG,0.0, , , , , , , , , , , , , , , 
yijE,0.0, , , , , , , , , , , , , , , 
frwC,-0.237275,0.0, , , , , , , , , , , , , , 
pflD,0.0,-0.265468, , , , , , , , , , , , , , 
frwD,0.0, , , , , , , , , , , , , , , 
argC,0.0,-0.483374,-0.390846, , , , , , , , , , , , , 
oxyR,0.0, , , , , , , , , , , , , , , 
fabR,0.332687,0.0, , , , , , , , , , , , , , 
btuB,-6.11143,-4.87246, , , , , , , , , , , , , , 
rrsB,0.0,0.0,0.0,0.0, , , , , , , , , , , , 
murB,-7.95506,-7.98097, , , , , , , , , , , , , , 
thrU,-10.3049,-5.84119,-5.39308,-5.82354,-8.39872, , , , , , , , , , , 
secE,-5.11328,-8.11318, , , , , , , , , , , , , , 
rplK,-8.27849,-7.32757,-6.51333,-9.24114,-6.72282,-8.48984, , , , , , , , , , 
yjaZ,-5.8313, , , , , , , , , , , , , , , 
nudC,0.0,-0.507892,0.240597, , , , , , , , , , , , , 
yjaG,-0.375082, , , , , , , , , , , , , , , 
hupA,0.364564, , , , , , , , , , , , , , , 
yjaH,0.0, , , , , , , , , , , , , , , 
zraS,0.304162,-0.0756502, , , , , , , , , , , , , , 
rrsE,0.0,0.0,0.0,0.0, , , , , , , , , , , , 
yjaA,0.0, , , , , , , , , , , , , , , 
metA,-1.77918, , , , , , , , , , , , , , , 
aceB,0.428652,-2.47751,0.503574, , , , , , , , , , , , , 
metH,0.0, , , , , , , , , , , , , , , 
yjbB,0.0, , , , , , , , , , , , , , , 
rluF,0.0, , , , , , , , , , , , , , , 
pgi,-0.713625, , , , , , , , , , , , , , , 
yjbE,-3.5048,0.379936,0.0,0.422307, , , , , , , , , , , , 
psiE,0.0, , , , , , , , , , , , , , , 
malK,0.269273,0.0,0.0, , , , , , , , , , , , , 
yjbI,-2.5063, , , , , , , , , , , , , , , 
ubiC,-0.13751,0.251106, , , , , , , , , , , , , , 
dgkA,0.630547, , , , , , , , , , , , , , , 
lexA,-0.790127,0.429626, , , , , , , , , , , , , , 
yjbJ,0.0, , , , , , , , , , , , , , , 
yjbL,0.0,0.0, , , , , , , , , , , , , , 
dusA,0.0, , , , , , , , , , , , , , , 
pspG,-0.438955, , , , , , , , , , , , , , , 
dnaB,-8.79105, , , , , , , , , , , , , , , 
alr,-7.46935, , , , , , , , , , , , , , , 
tyrB,0.0, , , , , , , , , , , , , , , 
aphA,0.428286, , , , , , , , , , , , , , , 
yjbQ,0.0,0.0, , , , , , , , , , , , , , 
ssb,-9.92118, , , , , , , , , , , , , , , 
yjcC,0.0, , , , , , , , , , , , , , , 
soxR,0.484204, , , , , , , , , , , , , , , 
yjcD,-1.44111, , , , , , , , , , , , , , , 
yjcE,-0.341212, , , , , , , , , , , , , , , 
nrfA,0.0,0.0,0.0,0.454374,0.0,0.237896,0.0, , , , , , , , , 
gltP,0.874583, , , , , , , , , , , , , , , 
rpiB,0.0, , , , , , , , , , , , , , , 
yjdP,-1.11987, , , , , , , , , , , , , , , 
yjdA,0.0,0.326124, , , , , , , , , , , , , , 
proP,-0.321573, , , , , , , , , , , , , , , 
pmrR,0.0, , , , , , , , , , , , , , , 
melA,0.0,0.0, , , , , , , , , , , , , , 
yjdI,0.0,0.0, , , , , , , , , , , , , , 
yjdK,-1.02017,0.0, , , , , , , , , , , , , , 
fxsA,0.0, , , , , , , , , , , , , , , 
groS,-5.59132,-1.10864, , , , , , , , , , , , , , 
yjeI,0.0, , , , , , , , , , , , , , , 
efp,-2.93569, , , , , , , , , , , , , , , 
ecnA,0.0,0.0, , , , , , , , , , , , , , 
sugE,0.219171, , , , , , , , , , , , , , , 
epmA,-1.17194, , , , , , , , , , , , , , , 
yjeM,-0.363786, , , , , , , , , , , , , , , 
yjeN,0.0,-2.22342, , , , , , , , , , , , , , 
orn,-6.7151, , , , , , , , , , , , , , , 
glyV,0.0,0.0,0.0, , , , , , , , , , , , , 
yjeV,0.0, , , , , , , , , , , , , , , 
yjeF,-4.83538,-4.5861,0.0,-0.541936,-2.1202,-2.984,0.0,-0.752047,-0.616979, , , , , , , 
yjeT,-0.44929, , , , , , , , , , , , , , , 
purA,-0.716372, , , , , , , , , , , , , , , 
nsrR,-2.83389,-3.7579,-0.520868,-0.262892,-0.735299, , , , , , , , , , , 
yjfK,0.0,-0.265474,0.0157276,0.0, , , , , , , , , , , , 
aidB,-4.38825, , , , , , , , , , , , , , , 
yjfP,0.0, , , , , , , , , , , , , , , 
ulaA,-1.19406,0.0,0.0,0.0,-1.47848,0.0, , , , , , , , , , 
rpsF,-8.83766,-8.81461,-9.49189,-6.62961, , , , , , , , , , , , 
ytfA,0.627915, , , , , , , , , , , , , , , 
fklB,0.0, , , , , , , , , , , , , , , 
cycA,-0.230128, , , , , , , , , , , , , , , 
ytfH,0.0, , , , , , , , , , , , , , , 
cysQ,0.0, , , , , , , , , , , , , , , 
ytfI,0.0, , , , , , , , , , , , , , , 
ytfK,0.369982, , , , , , , , , , , , , , , 
tamA,0.0,0.0,-0.327103, , , , , , , , , , , , , 
chpS,-2.20748,0.0, , , , , , , , , , , , , , 
ytfQ,0.0,0.0,0.356589,0.0, , , , , , , , , , , , 
mpl,0.0, , , , , , , , , , , , , , , 
pmbA,0.0, , , , , , , , , , , , , , , 
cybC,0.0, , , , , , , , , , , , , , , 
mgtA5',0.0, , , , , , , , , , , , , , , 
mgtL,0.0,-0.508218, , , , , , , , , , , , , , 
bdcR,0.239893, , , , , , , , , , , , , , , 
tabA,0.580088, , , , , , , , , , , , , , , 
yjgL,0.0, , , , , , , , , , , , , , , 
rraB,0.0, , , , , , , , , , , , , , , 
yjgN,0.350905, , , , , , , , , , , , , , , 
lptF,-9.81293,-6.36247, , , , , , , , , , , , , , 
idnK,0.0, , , , , , , , , , , , , , , 
leuX,-1.19778, , , , , , , , , , , , , , , 
intB,0.0, , , , , , , , , , , , , , , 
insC-6,0.0,0.0,0.0, , , , , , , , , , , , , 
yjgW,-3.44288, , , , , , , , , , , , , , , 
yjgZ,0.0, , , , , , , , , , , , , , , 
yjhB,0.0,0.0, , , , , , , , , , , , , , 
ythA,-2.58913, , , , , , , , , , , , , , , 
yjhE,-1.08067, , , , , , , , , , , , , , , 
insN-2,0.0, , , , , , , , , , , , , , , 
insO-2,0.0,0.0,0.0, , , , , , , , , , , , , 
insA-7,0.0, , , , , , , , , , , , , , , 
insB-7_1,0.0,0.0, , , , , , , , , , , , , , 
ryjB,0.0, , , , , , , , , , , , , , , 
yjhR,0.0, , , , , , , , , , , , , , , 
fimB,0.0, , , , , , , , , , , , , , , 
fimE,-0.963647, , , , , , , , , , , , , , , 
fimA,0.0,0.0,0.572325,0.286339,0.30455,0.8678,0.0,0.0, , , , , , , , 
uxuA,0.0,0.231979, , , , , , , , , , , , , , 
uxuR,-0.290287, , , , , , , , , , , , , , , 
iraD,0.0, , , , , , , , , , , , , , , 
kptA,0.0, , , , , , , , , , , , , , , 
yjiP,0.0,0.0, , , , , , , , , , , , , , 
yjiS,0.0, , , , , , , , , , , , , , , 
yjiT,0.333803, , , , , , , , , , , , , , , 
yjiV,-1.1228, , , , , , , , , , , , , , , 
symR,0.0, , , , , , , , , , , , , , , 
mrr,0.669533, , , , , , , , , , , , , , , 
tsr,0.0, , , , , , , , , , , , , , , 
yjjN,0.0, , , , , , , , , , , , , , , 
yjjQ,0.686725,0.382459, , , , , , , , , , , , , , 
yjjZ,0.414902, , , , , , , , , , , , , , , 
holD,-6.6454,-0.489668,-4.35541, , , , , , , , , , , , , 
prfC,-4.81362, , , , , , , , , , , , , , , 
osmY,0.0, , , , , , , , , , , , , , , 
ytjA,-0.288498, , , , , , , , , , , , , , , 
yjjU,-0.691365,-1.65954, , , , , , , , , , , , , , 
deoC,0.0,0.342601,0.0,-0.475879, , , , , , , , , , , , 
yjjJ,-0.316363, , , , , , , , , , , , , , , 
serB,0.0,0.0,0.0, , , , , , , , , , , , , 
slt,-0.2668, , , , , , , , , , , , , , , 
trpR,0.0, , , , , , , , , , , , , , , 
ytjC,0.0, , , , , , , , , , , , , , , 
creA,-2.27123,0.318164,0.514676,0.0, , , , , , , , , , , , 
yjjY,-1.93702, , , , , , , , , , , , , , , 
yjtD,0.0, , , , , , , , , , , , , , , 
arcA,-2.58548, , , , , , , , , , , , , , , 
rob,-0.63053, , , , , , , , , , , , , , , 
yjjX,0.0, , , , , , , , , , , , , , , 
yjjK,0.279685, , , , , , , , , , , , , , , 
ytjB,0.0,0.0, , , , , , , , , , , , , , 
yjjI,-2.22871, , , , , , , , , , , , , , , 
yjjW,0.250415, , , , , , , , , , , , , , , 
rsmC,-0.629689, , , , , , , , , , , , , , , 
leuQ,0.0,0.0,0.0, , , , , , , , , , , , , 
fhuF,0.336532, , , , , , , , , , , , , , , 
yjjP,-1.24031, , , , , , , , , , , , , , , 
yjjB,0.0,-9.86176,-8.02944,-8.93011, , , , , , , , , , , , 
mdoB,0.0, , , , , , , , , , , , , , , 
yjjM,0.0, , , , , , , , , , , , , , , 
yjjL,0.307408, , , , , , , , , , , , , , , 
yjiY,-1.38277, , , , , , , , , , , , , , , 
yjiX,-1.5098,0.42251, , , , , , , , , , , , , , 
hsdR,0.0,-0.538706,0.0, , , , , , , , , , , , , 
symE,0.0, , , , , , , , , , , , , , , 
mcrB,0.0,0.0, , , , , , , , , , , , , , 
yjiR,0.0, , , , , , , , , , , , , , , 
mdtM,0.0,0.0, , , , , , , , , , , , , , 
yjiM,-1.41497,0.0, , , , , , , , , , , , , , 
yjiK,0.0, , , , , , , , , , , , , , , 
yjiJ,0.292847, , , , , , , , , , , , , , , 
yjiH,0.0,0.0,0.0, , , , , , , , , , , , , 
hypT,0.0, , , , , , , , , , , , , , , 
yjiC,-1.90702, , , , , , , , , , , , , , , 
gntP,-2.90942, , , , , , , , , , , , , , , 
nanC,0.0,0.0, , , , , , , , , , , , , , 
nanS,0.0, , , , , , , , , , , , , , , 
yjhX,0.0,0.0, , , , , , , , , , , , , , 
yjhP,0.0, , , , , , , , , , , , , , , 
sgcX,0.0,-0.417361,0.0,0.399133,0.0,0.265601,0.0, , , , , , , , , 
yjhI,0.0,-0.339848,0.0, , , , , , , , , , , , , 
yjhF,0.557175, , , , , , , , , , , , , , , 
yjhU,0.352418, , , , , , , , , , , , , , , 
fecI,-0.0497216,0.0, , , , , , , , , , , , , , 
fecA,-0.790225,-0.34587,0.0,-3.37471,0.301244, , , , , , , , , , , 
insM,0.662053,0.445619, , , , , , , , , , , , , , 
yjhD,0.0, , , , , , , , , , , , , , , 
insG,-3.40646, , , , , , , , , , , , , , , 
yjgX_1,-0.922892,-1.20389, , , , , , , , , , , , , , 
yjgX_3,0.0, , , , , , , , , , , , , , , 
ahr,0.0, , , , , , , , , , , , , , , 
idnD,0.0,0.276,0.0,0.0, , , , , , , , , , , , 
yjgR,0.0, , , , , , , , , , , , , , , 
pepA,-3.19913, , , , , , , , , , , , , , , 
holC,-5.58272,-6.74877, , , , , , , , , , , , , , 
yjgM,0.0, , , , , , , , , , , , , , , 
argI,0.0, , , , , , , , , , , , , , , 
bdcA,0.0, , , , , , , , , , , , , , , 
yjgH,0.0, , , , , , , , , , , , , , , 
pyrL,0.0317754,0.0,0.273228, , , , , , , , , , , , , 
ridA,-1.00899, , , , , , , , , , , , , , , 
treR,0.0, , , , , , , , , , , , , , , 
treB,-0.211728,0.0, , , , , , , , , , , , , , 
nrdD,-4.40222,-3.17984, , , , , , , , , , , , , , 
yjgA,-0.535301, , , , , , , , , , , , , , , 
fbp,0.405657, , , , , , , , , , , , , , , 
ppa,-7.3807, , , , , , , , , , , , , , , 
yzfA,0.0, , , , , , , , , , , , , , , 
msrA,0.364836, , , , , , , , , , , , , , , 
ytfL,0.0, , , , , , , , , , , , , , , 
ytfJ,0.0, , , , , , , , , , , , , , , 
cpdB,0.248347, , , , , , , , , , , , , , , 
ytfG,0.0, , , , , , , , , , , , , , , 
ytfF,-2.06816, , , , , , , , , , , , , , , 
ytfE,0.0, , , , , , , , , , , , , , , 
ytfB,-0.467348, , , , , , , , , , , , , , , 
yjfZ,-0.912257, , , , , , , , , , , , , , , 
yjfY,0.0, , , , , , , , , , , , , , , 
ulaG,0.0, , , , , , , , , , , , , , , 
ulaR,0.0, , , , , , , , , , , , , , , 
bsmA,0.0, , , , , , , , , , , , , , , 
yjfN,0.0, , , , , , , , , , , , , , , 
queG,0.0, , , , , , , , , , , , , , , 
rsgA,-6.65908, , , , , , , , , , , , , , , 
psd,-4.45551,0.0, , , , , , , , , , , , , , 
frdA,-0.468295,-0.454547,-0.489683,-0.645274, , , , , , , , , , , , 
ampC,0.390193, , , , , , , , , , , , , , , 
blc,-1.06371, , , , , , , , , , , , , , , 
epmB,-5.57734, , , , , , , , , , , , , , , 
yjeJ,0.0, , , , , , , , , , , , , , , 
yjeH,-0.36684, , , , , , , , , , , , , , , 
aspA,-0.511081,-3.74905, , , , , , , , , , , , , , 
cutA,-1.61358, , , , , , , , , , , , , , , 
dipZ,0.0,0.0, , , , , , , , , , , , , , 
pheU,-7.98555, , , , , , , , , , , , , , , 
cadC,0.429571, , , , , , , , , , , , , , , 
cadB,-9.30393,-0.343493, , , , , , , , , , , , , , 
yjdL,0.0, , , , , , , , , , , , , , , 
lysU,0.28526, , , , , , , , , , , , , , , 
dcuS,0.449502,0.0, , , , , , , , , , , , , , 
dcuB,-2.37047,-0.658518, , , , , , , , , , , , , , 
yjdF,0.0, , , , , , , , , , , , , , , 
melR,0.0, , , , , , , , , , , , , , , 
adiA,-4.39235, , , , , , , , , , , , , , , 
adiY,-2.04475, , , , , , , , , , , , , , , 
adiC,-0.133561, , , , , , , , , , , , , , , 
eptA,0.0, , , , , , , , , , , , , , , 
basR,0.0,0.0, , , , , , , , , , , , , , 
yjdM,0.0, , , , , , , , , , , , , , , 
yjdN,0.0, , , , , , , , , , , , , , , 
phnC,-0.0299272,0.467327,0.405464,0.0,0.0,0.0,-0.640356,0.0,0.0,0.405622,0.0,0.0,0.0,0.259171,0.0, 
rpiR,-2.57431,-0.64478,0.0,0.0,-0.551745, , , , , , , , , , , 
alsK,0.308348, , , , , , , , , , , , , , , 
yjcS,0.0, , , , , , , , , , , , , , , 
ytcA,-4.53159, , , , , , , , , , , , , , , 
mdtN,1.20867,-0.611321,0.0, , , , , , , , , , , , , 
fdhF,0.334633, , , , , , , , , , , , , , , 
yjcO,0.0, , , , , , , , , , , , , , , 
acs,0.0,0.365817,-0.0672149, , , , , , , , , , , , , 
yjcF,0.0, , , , , , , , , , , , , , , 
ryjA,0.0, , , , , , , , , , , , , , , 
soxS,-2.09948, , , , , , , , , , , , , , , 
yjcB,0.0, , , , , , , , , , , , , , , 
uvrA,0.0, , , , , , , , , , , , , , , 
yjbS,0.0, , , , , , , , , , , , , , , 
qor,0.0, , , , , , , , , , , , , , , 
zur,-0.569963, , , , , , , , , , , , , , , 
plsB,-6.98927, , , , , , , , , , , , , , , 
malE,-0.25511,-0.313119,0.0, , , , , , , , , , , , , 
xylE,-1.00303, , , , , , , , , , , , , , , 
yjbT,-0.899205, , , , , , , , , , , , , , , 
lysC5',0.0, , , , , , , , , , , , , , , 
lysC,0.0, , , , , , , , , , , , , , , 
pagB,0.0, , , , , , , , , , , , , , , 
pepE,0.294992, , , , , , , , , , , , , , , 
iclR,-0.725472, , , , , , , , , , , , , , , 
arpA,0.0, , , , , , , , , , , , , , , 
yjaB,0.0, , , , , , , , , , , , , , , 
purH,0.375196,-0.541025, , , , , , , , , , , , , , 
zraP,0.0, , , , , , , , , , , , , , , 
rsd,0.0, , , , , , , , , , , , , , , 
thiC,0.0,-1.0839,0.0,-1.21587,0.0,0.0, , , , , , , , , , 
sroH,-2.11735, , , , , , , , , , , , , , , 
coaA,-6.54932, , , , , , , , , , , , , , , 
trmA,-4.57944, , , , , , , , , , , , , , , 
sthA,0.0, , , , , , , , , , , , , , , 
oxyS,0.0, , , , , , , , , , , , , , , 
argE,0.0, , , , , , , , , , , , , , , 
ppc,0.0, , , , , , , , , , , , , , , 
eptC,-0.767062, , , , , , , , , , , , , , , 
yijO,-1.83374, , , , , , , , , , , , , , , 
